 * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
127.0.0.1 - - [23/Feb/2021 15:25:43] "GET /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:25:55] "OPTIONS /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:29:22] "OPTIONS /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:31:26] "OPTIONS /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:45:20] "OPTIONS /users/foto/obelo?seed=1614095119933 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:45:20] "OPTIONS /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:45:20] "OPTIONS /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:45:20] "OPTIONS /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:45:20] "GET /users/foto/obelo?seed=1614095119933 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:45:20] "GET /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:45:20] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:45:20] "OPTIONS /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:45:20] "OPTIONS /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:45:20] "GET /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:45:20] "GET /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:09] "OPTIONS /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:09] "OPTIONS /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:09] "OPTIONS /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:09] "OPTIONS /users/foto/obelo?seed=1614095169482 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:09] "GET /users/foto/obelo HTTP/1.1" 304 -
127.0.0.1 - - [23/Feb/2021 15:46:09] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:09] "GET /users/foto/obelo?seed=1614095169482 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:09] "GET /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:09] "OPTIONS /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:09] "OPTIONS /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:09] "GET /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:10] "GET /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:34] "OPTIONS /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:34] "OPTIONS /users/foto/obelo?seed=1614095194275 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:34] "OPTIONS /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:34] "OPTIONS /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:34] "GET /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:34] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:34] "GET /users/foto/obelo?seed=1614095194275 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:34] "OPTIONS /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:34] "OPTIONS /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:34] "GET /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:46:35] "GET /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:51] "OPTIONS /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:51] "OPTIONS /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:51] "OPTIONS /users/foto/obelo?seed=1614095271097 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:51] "OPTIONS /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:51] "GET /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:51] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:51] "GET /users/foto/obelo?seed=1614095271097 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:51] "OPTIONS /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:51] "OPTIONS /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:51] "GET /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:51] "GET /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:55] "OPTIONS /settings/ver?nome=admin HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:55] "OPTIONS /users/foto/obelo?seed=1614095275075 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:55] "OPTIONS /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:55] "GET /users/foto/obelo?seed=1614095275075 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:55] "GET /settings/ver?nome=admin HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:57] "OPTIONS /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:57] "OPTIONS /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:57] "OPTIONS /users/foto/obelo?seed=1614095276990 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:57] "OPTIONS /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:57] "GET /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:57] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:57] "GET /users/foto/obelo?seed=1614095276990 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:57] "OPTIONS /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:57] "OPTIONS /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:57] "GET /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:47:57] "GET /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:24] "OPTIONS /users/foto/obelo?seed=1614095304153 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:24] "OPTIONS /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:24] "OPTIONS /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:24] "OPTIONS /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:24] "GET /users/foto/obelo?seed=1614095304153 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:24] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:24] "GET /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:24] "OPTIONS /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:24] "OPTIONS /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:24] "GET /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:24] "GET /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:28] "OPTIONS /users/foto/obelo?seed=1614095308708 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:28] "OPTIONS /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:28] "GET /users/foto/obelo?seed=1614095308708 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:31] "OPTIONS /users/foto/obelo?seed=1614095311540 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:31] "OPTIONS /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:31] "GET /users/foto/obelo?seed=1614095311540 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:33] "OPTIONS /users/foto/obelo?seed=1614095313632 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:33] "OPTIONS /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:33] "GET /users/foto/obelo?seed=1614095313632 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:35] "OPTIONS /users/foto/obelo?seed=1614095315756 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:35] "OPTIONS /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:48:35] "GET /users/foto/obelo?seed=1614095315756 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:02] "OPTIONS /users/foto/obelo?seed=1614095342358 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:02] "OPTIONS /users/foto/obelo?seed=1614095342365 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:02] "OPTIONS /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:02] "GET /users/foto/obelo?seed=1614095342358 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:02] "GET /users/foto/obelo?seed=1614095342365 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:06] "OPTIONS /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:06] "OPTIONS /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:06] "OPTIONS /users/foto/obelo?seed=1614095346499 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:06] "OPTIONS /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:06] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:06] "GET /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:06] "GET /users/foto/obelo?seed=1614095346499 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:06] "OPTIONS /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:06] "OPTIONS /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:06] "GET /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:07] "GET /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:35] "OPTIONS /folios/compFolios/pesquisas?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:35] "OPTIONS /users/foto/obelo?seed=1614095375233 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:35] "OPTIONS /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:35] "OPTIONS /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:35] "GET /folios/compFolios/pesquisas?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:35] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:35] "GET /users/foto/obelo?seed=1614095375233 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:39] "OPTIONS /folios/compFolios/post?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:39] "POST /folios/compFolios/post?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:42] "OPTIONS /folios/compFolios/post?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 15:49:42] "POST /folios/compFolios/post?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:04:17] "OPTIONS /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:04:17] "OPTIONS /users/foto/obelo?seed=1614096257326 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:04:17] "GET /users/foto/obelo?seed=1614096257326 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:04:28] "OPTIONS /documentacao/docs?nome=admin HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:04:28] "OPTIONS /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:04:28] "OPTIONS /users/foto/obelo?seed=1614096267862 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:04:28] "GET /documentacao/docs?nome=admin HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:04:28] "GET /users/foto/obelo?seed=1614096267862 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:04:37] "OPTIONS /documentacao/ficheiro/Sistema%20de%20Análise%20do%20Livro%20das%20Propriedades%20ou%20Tombo%20da%20Mitra%20Arquiepiscopal%20de%20Braga%20–%20Sistema%20de%20Administração?seed=1614096277091 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:04:37] "GET /documentacao/ficheiro/Sistema%20de%20Análise%20do%20Livro%20das%20Propriedades%20ou%20Tombo%20da%20Mitra%20Arquiepiscopal%20de%20Braga%20–%20Sistema%20de%20Administração?seed=1614096277091 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:05:12] "OPTIONS /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:05:12] "OPTIONS /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:05:12] "OPTIONS /users/foto/obelo?seed=1614096311898 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:05:12] "OPTIONS /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:05:12] "GET /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:05:12] "GET /users/foto/obelo?seed=1614096311898 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:05:12] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:05:12] "OPTIONS /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:05:12] "OPTIONS /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:05:12] "GET /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:05:12] "GET /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:45:59] "GET /analise/foliosnames HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:46:14] "POST /login HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:46:14] "GET /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:46:14] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:46:14] "GET /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:46:14] "GET /users/foto/obelo?seed=1614098774118 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:46:14] "GET /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:46:14] "GET /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:46:16] "GET /users/foto/obelo?seed=1614098776348 HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:46:16] "GET /documentacao/docs?nome=admin HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:46:16] "GET /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [23/Feb/2021 16:46:18] "GET /documentacao/ficheiro/Sistema%20de%20Análise%20do%20Livro%20das%20Propriedades%20ou%20Tombo%20da%20Mitra%20Arquiepiscopal%20de%20Braga%20–%20Sistema%20de%20Administração?seed=1614098778295 HTTP/1.1" 200 -
127.0.0.1 - - [26/Feb/2021 15:09:33] "GET /analise/foliosnames HTTP/1.1" 200 -
127.0.0.1 - - [26/Feb/2021 15:09:43] "POST /login HTTP/1.1" 200 -
127.0.0.1 - - [26/Feb/2021 15:09:43] "GET /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [26/Feb/2021 15:09:43] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [26/Feb/2021 15:09:43] "GET /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [26/Feb/2021 15:09:43] "GET /users/foto/obelo?seed=1614352184384 HTTP/1.1" 200 -
127.0.0.1 - - [26/Feb/2021 15:09:44] "GET /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [26/Feb/2021 15:09:44] "GET /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [26/Feb/2021 15:14:14] "GET /documentacao/docs?nome=admin HTTP/1.1" 200 -
127.0.0.1 - - [26/Feb/2021 15:14:14] "GET /users/foto/obelo?seed=1614352454820 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:06:24] "GET /analise/foliosnames HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:06:36] "POST /login HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:06:36] "GET /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:06:36] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:06:36] "GET /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:06:36] "GET /users/foto/obelo?seed=1614708396675 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:06:37] "GET /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:06:37] "GET /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:06:59] "GET /users/foto/obelo?seed=1614708419262 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:07:03] "GET /users/foto/obelo?seed=1614708423075 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:07:03] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:07:05] "GET /folios/compFolios/pesquisas?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:07:05] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:07:05] "GET /users/foto/obelo?seed=1614708425186 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:07:08] "POST /folios/compFolios/post?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:07:29] "GET /users/foto/obelo?seed=1614708449050 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:07:29] "GET /users/history?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:08:07] "GET /users/foto/obelo?seed=1614708487120 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:08:07] "GET /users/pedidos?nome=admin HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:08:15] "GET /users/pedidos/foto/jon HTTP/1.1" 401 -
127.0.0.1 - - [02/Mar/2021 18:08:17] "GET /users/pedidos/curriculo/jon HTTP/1.1" 401 -
127.0.0.1 - - [02/Mar/2021 18:08:21] "GET /users/foto/obelo?seed=1614708501100 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:08:21] "GET /users/foto/obelo?seed=1614708501103 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:08:22] "GET /users/curriculo/obelo?seed=1614708502488 HTTP/1.1" 401 -
127.0.0.1 - - [02/Mar/2021 18:08:44] "GET /settings/ver?nome=admin HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:08:44] "GET /users/foto/obelo?seed=1614708524782 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:09:00] "GET /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:09:00] "GET /users/foto/obelo?seed=1614708540029 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:09:00] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:09:00] "GET /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:09:00] "GET /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:12:44] "GET /analise/foliosnames HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:12:53] "POST /login HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:12:53] "GET /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:12:53] "GET /users/foto/obelo?seed=1614708773506 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:12:53] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:12:53] "GET /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:12:54] "GET /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:14:05] "GET /tagging/regras HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:14:05] "GET /users/foto/obelo?seed=1614708845605 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:14:30] "GET /users/foto/obelo?seed=1614708870379 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:14:30] "GET /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:14:30] "GET /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:14:37] "GET /users/foto/obelo?seed=1614708877379 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:14:57] "GET /users/foto/obelo?seed=1614708897259 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:14:57] "GET /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:28:30] "GET /analise/foliosnames HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:28:40] "POST /login HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:28:40] "GET /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:28:40] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:28:40] "GET /users/foto/obelo?seed=1614709720239 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:28:40] "GET /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:28:40] "GET /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:29:55] "GET /users/foto/obelo?seed=1614709795110 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:29:55] "GET /users/history?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:30:01] "GET /users/users?nome=admin HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:30:01] "GET /users/foto/obelo?seed=1614709801629 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:30:19] "GET /users/foto/obelo?seed=1614709819399 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:30:19] "GET /users/active?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:31:07] "GET /users/pedidos?nome=admin HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:31:07] "GET /users/foto/obelo?seed=1614709867477 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:32:08] "GET /users/foto/obelo?seed=1614709927955 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:32:27] "GET /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:32:27] "GET /users/foto/obelo?seed=1614709947177 HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:32:27] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:32:27] "GET /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [02/Mar/2021 18:32:28] "GET /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:22:30] "GET /analise/foliosnames HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:26:19] "GET /analise/foliosnames HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:26:30] "POST /login HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:26:31] "GET /users/users?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:26:31] "GET /folios/folios?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:26:31] "GET /users/foto/obelo?seed=1614781590823 HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:26:31] "GET /users/foto/obelo HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:26:31] "GET /folios/tags?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:26:31] "GET /folios/index?nome=obelo HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:26:46] "GET /analise/foliosnames HTTP/1.1" 200 -
127.0.0.1 - - [03/Mar/2021 14:52:04] "POST /login HTTP/1.1" 200 -
